49	17	v	 0	 1	 2	 3	 3	 0	 1	 1	 1	335.29	  0.09
49	17	v	 0	 2	 1	 1	 1	 0	 2	 1	 0	417.89	  0.05
49	17	v	 0	 1	 2	 4	-1	 0	 1	 1	 1	769.34	  0.05
49	17	v	 0	 2	 1	 4	-1	 0	 2	 2	 1	418.75	  0.06
49	17	v	 0	 1	 1	 3	 4	 1	 1	 1	 1	438.50	  0.05
49	17	v	 0	 2	 2	 4	-1	 1	 2	 2	 1	417.09	  0.05
49	17	v	 0	 2	 2	 1	 3	 1	 2	 2	 1	441.27	  0.06
49	17	v	 0	 1	 2	 4	-1	 0	 1	 1	 1	550.60	  0.07
49	17	v	 0	 1	 1	 3	 2	 1	 1	 1	 1	469.95	  0.05
49	17	v	 0	 1	 1	 2	 3	 1	 1	 1	 1	419.08	  0.06
49	17	v	 0	 2	 1	 4	-1	 0	 2	 2	 1	529.03	  0.05
49	17	v	 0	 1	 1	 1	 2	 1	 1	 1	 1	473.72	  0.05
49	17	v	 0	 1	 1	 4	-1	 1	 1	 1	 1	381.77	  0.05
49	17	v	 0	 2	 2	 1	 2	 1	 2	 2	 1	377.80	  0.08
49	17	v	 0	 1	 2	 1	 1	 0	 1	 1	 1	406.55	  0.05
49	17	v	 0	 1	 2	 2	 2	 0	 1	 1	 1	451.24	  0.05
49	17	v	 0	 2	 1	 3	 1	 0	 2	 2	 1	433.61	  0.05
49	17	v	 0	 1	 2	 2	 6	 0	 1	 1	 1	428.57	  0.05
49	17	v	 0	 2	 1	 3	 1	 0	 2	 2	 1	436.09	  0.05
49	17	v	 0	 2	 2	 2	 1	 1	 2	 2	 1	447.51	  0.09
49	17	v	 0	 1	 1	 2	 4	 1	 1	 1	 1	442.07	  0.05
49	17	v	 0	 1	 2	 2	 6	 0	 1	 1	 1	387.97	  0.10
49	17	v	 0	 2	 1	 1	 4	 0	 2	 2	 1	441.31	  0.06
49	17	v	 0	 2	 2	 4	-1	 1	 2	 2	 1	350.59	  0.06
49	17	v	 0	 2	 1	 3	 2	 0	 2	 2	 1	485.76	  0.05
49	17	v	 0	 1	 2	 2	 1	 0	 1	 1	 1	356.83	  0.07
49	17	v	 0	 2	 1	 2	 1	 0	 2	 2	 1	410.79	  0.08
49	17	v	 0	 2	 2	 1	 2	 1	 2	 2	 1	365.13	  0.05
49	17	v	 0	 1	 1	 3	 2	 1	 1	 1	 1	488.85	  0.05
49	17	v	 0	 1	 1	 2	 3	 1	 1	 1	 1	376.24	  0.05
49	17	v	 0	 1	 2	 3	 3	 0	 1	 1	 1	409.15	  0.05
49	17	v	 0	 2	 1	 4	-1	 0	 2	 1	 0	445.53	  0.05
49	17	v	 0	 2	 2	 2	 1	 1	 2	 2	 1	497.95	  0.08
49	17	v	 0	 2	 1	 3	 3	 0	 2	 2	 1	442.80	  0.05
49	17	v	 0	 1	 1	 2	 2	 1	 1	 1	 1	445.97	  0.05
