03	20	v	 0	 1	 4	-1	 1	 1	 1	382.75	  0.06
03	20	v	 0	 1	 1	 3	 1	 1	 1	383.05	  0.06
03	20	v	 0	 2	 2	 5	 2	 2	 1	346.35	  0.06
03	20	v	 0	 2	 2	 6	 2	 2	 1	404.28	  0.05
03	20	v	 0	 1	 2	 2	 1	 1	 1	260.64	  0.06
03	20	v	 0	 2	 0	-1	 2	 2	 1	447.06	  0.05
03	20	v	 0	 1	 3	 1	 1	 1	 1	421.49	  0.05
03	20	v	 0	 2	 0	-1	 2	 2	 1	277.55	  0.06
03	20	v	 0	 2	 3	 1	 2	 2	 1	353.53	  0.05
03	20	v	 0	 2	 0	-1	 2	 2	 1	386.35	  0.05
03	20	v	 0	 1	 0	-1	 1	 1	 1	386.16	  0.06
03	20	v	 0	 2	 3	 3	 2	 2	 1	291.94	  0.06
03	20	v	 0	 2	 1	 2	 2	 2	 1	416.42	  0.07
03	20	v	 0	 2	 2	 6	 2	 2	 1	358.95	  0.06
03	20	v	 0	 2	 2	 1	 2	 2	 1	318.16	  0.05
03	20	v	 0	 1	 3	 4	 1	 1	 1	401.08	  0.06
03	20	v	 0	 2	 1	 4	 2	 2	 1	257.23	  0.06
03	20	v	 0	 1	 2	 4	 1	 1	 1	386.19	  0.06
03	20	v	 0	 1	 2	 1	 1	 2	 0	234.80	  0.06
03	20	v	 0	 2	 2	 3	 2	 2	 1	355.95	  0.05
03	20	v	 0	 1	 0	-1	 1	 1	 1	434.31	  0.05
03	20	v	 0	 1	 3	 3	 1	 1	 1	367.74	  0.06
03	20	v	 0	 1	 4	-1	 1	 1	 1	417.02	  0.07
03	20	v	 0	 2	 0	-1	 2	 1	 0	301.68	  0.05
03	20	v	 0	 1	 0	-1	 1	 2	 0	315.22	  0.06
03	20	v	 0	 2	 3	 4	 2	 2	 1	423.42	  0.06
03	20	v	 0	 1	 3	 3	 1	 1	 1	303.61	  0.06
03	20	v	 0	 1	 2	 2	 1	 1	 1	370.46	  0.06
03	20	v	 0	 1	 2	 6	 1	 1	 1	378.74	  0.05
03	20	v	 0	 2	 3	 3	 2	 2	 1	301.06	  0.05
03	20	v	 0	 2	 4	-1	 2	 1	 0	331.38	  0.05
03	20	v	 0	 1	 1	 1	 1	 1	 1	471.29	  0.05
