22	22	v	 0	 1	 1	 3	 2	 1	 1	 1	 1	382.72	  0.05
22	22	v	 0	 2	 1	 3	 3	 0	 2	 1	 0	386.44	  0.05
22	22	v	 0	 2	 1	 4	-1	 0	 2	 2	 1	380.89	  0.05
22	22	v	 0	 2	 2	 4	-1	 1	 2	 2	 1	392.60	  0.05
22	22	v	 0	 2	 2	 4	-1	 1	 2	 2	 1	350.00	  0.05
22	22	v	 0	 1	 2	 1	 2	 0	 1	 1	 1	374.57	  0.05
22	22	v	 0	 2	 1	 4	-1	 0	 2	 2	 1	492.46	  0.06
22	22	v	 0	 1	 2	 4	-1	 0	 1	 1	 1	453.02	  0.05
22	22	v	 0	 1	 2	 4	-1	 0	 1	 1	 1	418.20	  0.06
22	22	v	 0	 2	 2	 4	-1	 1	 2	 2	 1	412.71	  0.06
22	22	v	 0	 2	 2	 1	 3	 1	 2	 1	 0	357.33	  0.05
22	22	v	 0	 1	 1	 4	-1	 1	 1	 1	 1	406.10	  0.05
22	22	v	 0	 1	 1	 2	 5	 1	 1	 1	 1	511.64	  0.05
22	22	v	 0	 1	 2	 1	 3	 0	 1	 1	 1	397.95	  0.05
22	22	v	 0	 2	 1	 2	 5	 0	 2	 2	 1	396.64	  0.05
22	22	v	 0	 1	 2	 3	 4	 0	 1	 2	 0	399.49	  0.05
22	22	v	 0	 1	 1	 3	 2	 1	 1	 1	 1	348.61	  0.05
22	22	v	 0	 2	 1	 2	 5	 0	 2	 2	 1	434.76	  0.06
22	22	v	 0	 1	 1	 1	 3	 1	 1	 1	 1	432.16	  0.07
22	22	v	 0	 2	 2	 3	 2	 1	 2	 2	 1	357.71	  0.05
22	22	v	 0	 1	 2	 2	 1	 0	 1	 1	 1	438.88	  0.05
22	22	v	 0	 1	 1	 3	 3	 1	 1	 1	 1	358.95	  0.05
22	22	v	 0	 1	 2	 2	 5	 0	 1	 1	 1	366.31	  0.05
22	22	v	 0	 1	 2	 3	 4	 0	 1	 1	 1	341.12	  0.05
22	22	v	 0	 2	 1	 3	 2	 0	 2	 2	 1	451.86	  0.05
22	22	v	 0	 2	 2	 2	 2	 1	 2	 2	 1	363.77	  0.06
22	22	v	 0	 2	 1	 1	 2	 0	 2	 2	 1	358.99	  0.05
22	22	v	 0	 1	 2	 3	 1	 0	 1	 1	 1	366.44	  0.05
22	22	v	 0	 2	 2	 4	-1	 1	 2	 2	 1	484.66	  0.07
22	22	v	 0	 2	 2	 4	-1	 1	 2	 2	 1	510.68	  0.05
22	22	v	 0	 1	 2	 3	 4	 0	 1	 1	 1	544.11	  0.05
22	22	v	 0	 2	 2	 2	 1	 1	 2	 2	 1	487.45	  0.05
22	22	v	 0	 1	 1	 4	-1	 1	 1	 1	 1	423.36	  0.05
22	22	v	 0	 2	 1	 3	 2	 0	 2	 2	 1	531.72	  0.05
22	22	v	 0	 1	 1	 2	 4	 1	 1	 1	 1	389.01	  0.05
22	22	v	 0	 1	 2	 4	-1	 0	 1	 1	 1	466.28	  0.05
22	22	v	 0	 2	 1	 4	-1	 0	 2	 2	 1	476.37	  0.05
22	22	v	 0	 1	 1	 4	-1	 1	 1	 1	 1	388.16	  0.05
22	22	v	 0	 1	 1	 1	 1	 1	 1	 1	 1	382.28	  0.06
22	22	v	 0	 2	 1	 1	 4	 0	 2	 2	 1	472.99	  0.05
22	22	v	 0	 2	 1	 2	 1	 0	 2	 2	 1	379.74	  0.06
22	22	v	 0	 1	 2	 1	 4	 0	 1	 1	 1	375.06	  0.05
22	22	v	 0	 2	 2	 4	-1	 1	 2	 2	 1	489.00	  0.05
22	22	v	 0	 1	 2	 1	 3	 0	 1	 1	 1	367.13	  0.05
22	22	v	 0	 1	 2	 3	 2	 0	 1	 1	 1	419.65	  0.05
22	22	v	 0	 2	 1	 1	 2	 0	 2	 2	 1	405.27	  0.05
22	22	v	 0	 1	 1	 4	-1	 1	 1	 1	 1	322.64	  0.05
22	22	v	 0	 1	 1	 1	 2	 1	 1	 1	 1	352.33	  0.05
22	22	v	 0	 2	 1	 1	 3	 0	 2	 2	 1	461.06	  0.05
22	22	v	 0	 1	 2	 2	 1	 0	 1	 1	 1	353.98	  0.05
22	22	v	 0	 1	 1	 1	 1	 1	 1	 1	 1	352.53	  0.05
22	22	v	 0	 2	 2	 3	 2	 1	 2	 2	 1	441.58	  0.05
22	22	v	 0	 1	 2	 4	-1	 0	 1	 1	 1	436.18	  0.05
22	22	v	 0	 1	 1	 1	 4	 1	 1	 1	 1	324.54	  0.05
22	22	v	 0	 1	 2	 4	-1	 0	 1	 1	 1	299.31	  0.05
22	22	v	 0	 1	 2	 3	 3	 0	 1	 1	 1	291.68	  0.05
22	22	v	 0	 2	 1	 2	 4	 0	 2	 2	 1	439.17	  0.05
22	22	v	 0	 2	 2	 1	 3	 1	 2	 2	 1	498.86	  0.05
22	22	v	 0	 2	 1	 4	-1	 0	 2	 2	 1	402.24	  0.05
22	22	v	 0	 1	 1	 3	 1	 1	 1	 1	 1	327.01	  0.05
22	22	v	 0	 2	 2	 3	 1	 1	 2	 2	 1	372.16	  0.05
22	22	v	 0	 2	 2	 1	 2	 1	 2	 2	 1	600.52	  0.05
22	22	v	 0	 1	 1	 4	-1	 1	 1	 1	 1	415.59	  0.05
22	22	v	 0	 2	 2	 1	 1	 1	 2	 2	 1	533.23	  0.05
22	22	v	 0	 2	 2	 3	 3	 1	 2	 2	 1	537.92	  0.05
22	22	v	 0	 2	 2	 2	 4	 1	 2	 2	 1	435.57	  0.06
22	22	v	 0	 1	 1	 2	 3	 1	 1	 1	 1	376.26	  0.05
22	22	v	 0	 2	 1	 3	 1	 0	 2	 2	 1	543.20	  0.05
22	22	v	 0	 1	 2	 1	 3	 0	 1	 1	 1	510.34	  0.05
22	22	v	 0	 2	 1	 3	 4	 0	 2	 2	 1	507.16	  0.05
22	22	v	 0	 2	 1	 4	-1	 0	 2	 2	 1	492.44	  0.07
22	22	v	 0	 1	 2	 2	 3	 0	 1	 1	 1	514.14	  0.09
22	22	v	 0	 1	 1	 1	 4	 1	 1	 1	 1	445.49	  0.05
22	22	v	 0	 2	 2	 3	 4	 1	 2	 2	 1	389.90	  0.05
22	22	v	 0	 2	 1	 4	-1	 0	 2	 1	 0	393.56	  0.05
22	22	v	 0	 1	 1	 3	 3	 1	 1	 1	 1	400.19	  0.05
22	22	v	 0	 2	 2	 1	 4	 1	 2	 2	 1	362.37	  0.05
22	22	v	 0	 2	 1	 2	 6	 0	 2	 2	 1	501.08	  0.06
22	22	v	 0	 1	 1	 2	 3	 1	 1	 1	 1	420.28	  0.05
22	22	v	 0	 2	 1	 2	 4	 0	 2	 2	 1	414.33	  0.05
22	22	v	 0	 1	 2	 4	-1	 0	 1	 1	 1	470.16	  0.05
22	22	v	 0	 2	 1	 3	 2	 0	 2	 2	 1	492.49	  0.05
22	22	v	 0	 2	 1	 1	 1	 0	 2	 2	 1	448.60	  0.05
22	22	v	 0	 2	 2	 2	 5	 1	 2	 2	 1	421.76	  0.05
22	22	v	 0	 1	 2	 2	 2	 0	 1	 1	 1	518.14	  0.05
22	22	v	 0	 1	 2	 1	 4	 0	 1	 1	 1	347.07	  0.05
22	22	v	 0	 1	 1	 4	-1	 1	 1	 1	 1	371.43	  0.05
